id,specie_id,nome,generazione,descrizione,tipo1,tipo2,abilita_base,abilita_nascosta,altezza,peso,categoria,gruppo_uova1,gruppo_uova2,hpstat,atkstat,defstat,spatkstat,spdefstat,spdstat,immagine
112,112,Rhydon,1,"Va testa in testa con un altro Rhydon per capire chi è il più forte. Il vincitore diventa il leader del gruppo.",Terra,Roccia,Parafulmine,Temerarietà,1.9,120.0,Talpa,Mostro,Non indicato,105,130,120,45,45,40,pokemon_112.png
113,113,Chansey,1,"Un cucciolo soffice e tenero che porta sempre un uovo. Cresce lentamente.",Normale,,Alternacura,Curacuore,1.1,34.6,Uovo,Uovo,Non indicato,250,5,5,35,105,50,pokemon_113.png
114,114,Tangela,1,"La lunghezza delle sue viti è proporzionale alla sua età. Si dice che abbia vissuto per 1.000 anni.",Erba,,Clorofilla,Rigenergia,1.0,35.0,Vite,Pianta,Uova,65,55,115,100,40,60,pokemon_114.png
115,115,Kangaskhan,1,"Il giovane dietro di lei è così indipendente che potrebbe vivere da solo da subito.",Normale,,Sveglialampo,Fuocodentro,2.2,80.0,Materno,Mostro,Non indicato,105,95,80,40,80,90,pokemon_115.png
116,116,Horsea,1,"Può sparare acqua attraverso i suoi tubi di aspirazione. Se si sente minacciato, lancerà veleno.",Acqua,,Nuotovelox,Umidità,0.4,8.0,Draghetto,Acqua1,Acqua1,30,40,70,70,25,60,pokemon_116.png
117,117,Seadra,1,"Quando si sente minacciato, scatena il veleno dal muso. È difficile trovare queste creature in libertà.",Acqua,,Velenopunto,Umidità,1.2,25.0,Draghetto,Acqua1,Acqua1,55,65,95,95,45,85,pokemon_117.png
118,118,Goldeen,1,"Un Pokémon bello e grazioso, ma anche molto orgoglioso. È affascinato dai colori vivaci e dalle cose luminose.",Acqua,,Nuotovelox,Parafulmine,0.6,15.0,Pesce,Acqua2,Acqua2,45,67,60,35,50,63,pokemon_118.png
119,119,Seaking,1,"Quando si sente minacciato, nuota in cerchi e rilascia un liquido tossico dal corno.",Acqua,,Nuotovelox,Parafulmine,1.3,39.0,Pesce,Acqua2,Acqua2,80,92,65,65,80,68,pokemon_119.png
120,120,Staryu,1,"Può sparare raggio laser dall'estremità centrale della sua forma a stella. Questi raggi laser possono sparare attraverso il ferro.",Acqua,,Risplendi,Ponderazione,0.8,34.5,Stella,Acqua3,Acqua3,30,45,55,70,55,85,pokemon_120.png
121,121,Starmie,1,"Ha abilità di volare nello spazio. La sua forma di stella è così bella da essere considerata una gemma celeste.",Acqua,Psico,Risplendi,Ponderazione,1.1,80.0,Misteriosa,Acqua3,Acqua3,60,75,85,100,85,115,pokemon_121.png
122,122,Mr. Mime,1,"Imita i movimenti umani. Se vedi uno fare pantomima di te, non fare caso. È solo Mr. Mime che impara da te.",Psico,Folletto,Antisuono,Tecnico,1.3,54.5,Barriera,Uomo,Uovo,40,45,65,100,120,90,pokemon_122.png
123,123,Scyther,1,"È in grado di tagliare il ferro con le lame delle sue zampe. È anche in grado di volare per brevi distanze.",Coleottero,Volante,Aiutinsetto,Cuordeciso,1.5,56.0,Mantide,Uovo,Uova,70,110,80,55,80,105,pokemon_123.png
124,124,Jynx,1,"Balla con movimenti eleganti. Spesso imita le persone.",Ghiaccio,Psico,Indifferenza,Pellearsa,1.4,40.6,Bacio,Uomo,Uovo,65,50,35,115,95,95,pokemon_124.png
125,125,Electabuzz,1,"Raccoglie l'elettricità in tasche speciali nelle guance. Può lanciare fulmini da 100.000 volt.",Elettro,,Statico,Spiritovivo,1.1,30.0,Elettrico,Uomo,Uovo,65,83,57,95,85,105,pokemon_125.png
126,126,Magmar,1,"Il suo corpo interno è in grado di produrre calore, che trasforma in fiamme. Le sue braccia incandescenti possono trasformare l'aria in cenere.",Fuoco,,Corpodifuoco,Spiritovivo,1.3,44.5,Spitfire,Uomo,Uova,65,95,57,100,85,93,pokemon_126.png
127,127,Pinsir,1,"Le sue mandibole sono così potenti da poter spezzare il tronco di un albero con un solo morso.",Coleottero,,Ipertaglio,Arroganza,1.5,55.0,Insetto,Uovo,Uova,65,125,100,55,70,85,pokemon_127.png
128,128,Tauros,1,"Si dice che siate determinato quanto 30 Tauros. Una volta che inizia a correre, non si fermerà finché non si è stancato.",Normale,,Prepotenza,Forzabruta,1.4,88.4,WildBull,Campo,Uova,75,100,95,40,70,110,pokemon_128.png
129,129,Magikarp,1,"È completamente indifeso contro gli attacchi. È comunemente trovato in fiumi e stagni.",Acqua,,Nuotovelox,Paura,0.9,10.0,Pesce,Acqua2,Acqua2,20,10,55,15,20,80,pokemon_129.png
130,130,Gyarados,1,"Si evolve da Magikarp. Ha la reputazione di essere molto violento e provocare disastri.",Acqua,Volante,Prepotenza,Arroganza,6.5,235.0,Atrocità,Acqua2,Acqua2,95,125,79,60,100,81,pokemon_130.png
131,131,Lapras,1,"Un amico di Pokémon che trasporta i bambini sull'ampio dorso mentre nuota nell'oceano.",Acqua,Ghiaccio,Assorbacqua,Idratazione,2.5,220.0,Trasporto,Mostro,Non indicato,130,85,80,85,95,60,pokemon_131.png
132,132,Ditto,1,"È in grado di trasformarsi in qualsiasi cosa. Se si riproduce con un Pokémon, l'uovo che si schiude sarà sempre un Ditto.",Normale,,Scioltezza,Sosia,0.3,4.0,Trasformazione,Indefinito,Non indicato,48,48,48,48,48,48,pokemon_132.png
133,133,Eevee,1,"Si adatta a qualsiasi ambiente, trasformando la sua coda lunga e pelosa in una varietà di forme per adattarsi al clima.",Normale,,Fugafacile,Presagio,0.3,6.5,Evoluzione,Campo,Uova,55,55,50,45,65,55,pokemon_133.png
134,134,Vaporeon,1,"Le sue cellule sono composte per resistere a tutte le tossine. Rende l'acqua incontaminata.",Acqua,,Assorbacqua,Idratazione,1.0,29.0,Bolla,Campo,Uova,130,65,60,110,95,65,pokemon_134.png
135,135,Jolteon,1,"Ha ricevuto abilità elettriche durante l'evoluzione. È molto veloce nella carica.",Elettro,,Assorbivolt,Piedisvelti,0.8,24.5,Luminoso,Campo,Uova,65,65,60,110,95,130,pokemon_135.png
136,136,Flareon,1,"Ha una temperatura corporea estremamente alta. Una volta acceso, la sua fiamma non si spegnerà mai.",Fuoco,,Fuocardore,Dentistretti,0.9,25.0,Fiamma,Campo,Uova,65,130,60,95,110,65,pokemon_136.png
137,137,Porygon,1,"Si evolve da Ditto. È un Pokémon artificiale che è stato creato usando il codice di programmazione.",Normale,,Traccia,Ponderazione,0.8,36.5,Virtuale,Uovo,Non indicato,65,60,70,85,75,40,pokemon_137.png
138,138,Omanyte,1,"Si dice che viva 10.000 anni. I suoi gusci sembrano sculture del periodo preistorico.",Roccia,Acqua,Nuotovelox,Sottilguscio,0.4,7.5,Guscio,Mollusco,Uova,35,40,100,90,55,35,pokemon_138.png
139,139,Omastar,1,"Usa i suoi tentacoli per catturare le prede. È particolarmente bravo a catturare ostriche e altri molluschi.",Roccia,Acqua,Nuotovelox,Sottilguscio,1.0,35.0,Spira,Mollusco,Uova,70,60,125,115,70,55,pokemon_139.png
140,140,Kabuto,1,"Un Pokémon ancestrale che è stato rianimato da fossili. Usa le sue zampe per aggredire il nemico.",Roccia,Acqua,Nuotovelox,Sottilguscio,0.5,11.5,Corazza,Scarabeo,Uova,30,80,90,55,45,55,pokemon_140.png
141,141,Kabutops,1,"Un predatore feroce del passato. Usa le sue lunghe zampe per afferrare e disabilitare la preda.",Roccia,Acqua,Nuotovelox,Sottilguscio,1.3,40.5,Lama,Scarabeo,Uova,60,115,105,65,70,80,pokemon_141.png
142,142,Aerodactyl,1,"Un Pokémon primitivo che vola con ali membranose. Sembra simile a un pterosauro.",Roccia,Volante,Testadura,Agitazione,1.8,59.0,Fossile,Roccia,Uova,80,105,65,60,75,130,pokemon_142.png
143,143,Snorlax,1,"È estremamente pigro. Cresce solo se mangia e dorme. Si dice che le persone lo facciano letteralmente cadere a pezzi per farlo muovere.",Normale,,Immunità,Voracità,2.1,460.0,Pigro,Uomo,Uova,160,110,65,65,110,30,pokemon_143.png
144,144,Articuno,1,"Un Pokémon leggendario con un'aura di grazia. Ha il potere di congelare l'umidità nell'aria intorno a lui.",Ghiaccio,Volante,Pressione,Nessuna,1.7,55.4,Ghiaccio,Uccello,Non indicato,90,85,100,95,125,85,pokemon_144.png
145,145,Zapdos,1,"È un Pokémon leggendario che governa fulmini e temporali. Si dice che abbia causato temporali mentre vola.",Elettro,Volante,Pressione,Nessuna,1.6,52.6,Elettricità,Uccello,Non indicato,90,90,85,125,90,100,pokemon_145.png
146,146,Moltres,1,"Un Pokémon leggendario con un'intensa fiamma. In grado di bruciare anche l'aria.",Fuoco,Volante,Pressione,Nessuna,2.0,60.0,Fiamma,Uccello,Non indicato,90,100,90,125,85,90,pokemon_146.png
147,147,Dratini,1,"Vive nei corsi d'acqua dove è calmo. Deve trasformarsi in uno spettacolare Drago perché è timido.",Drago,,Muta,Pelledura,1.8,3.3,Draghetto,Uovo,Acqua1,41,64,45,50,50,50,pokemon_147.png
148,148,Dragonair,1,"Un lungo e sinuoso Drago Pokémon. Viaggia attraverso le onde dell'aria su ali magiche.",Drago,,Muta,Pelledura,4.0,16.5,Drago,Uovo,Acqua1,61,84,65,70,70,70,pokemon_148.png
149,149,Dragonite,1,"Un Pokémon da leggenda. È considerato un drago benevolo che aiuta chi è in difficoltà in mare.",Drago,Volante,Fuocodentro,Multisquame,2.2,210.0,Drago,Uovo,Acqua1,91,134,95,100,100,80,pokemon_149.png
150,150,Mewtwo,1,"È stato creato utilizzando il DNA di Mew. È un Pokémon pensante e autonomo.",Psico,,Pressione,Nessuna,2.0,122.0,Genetico,Uomo,Uovo,106,110,90,154,90,130,pokemon_150.png
151,151,Mew,1,"Viaggia attraverso le onde dell'aria su ali magiche.",Psico,,Sincronismo,Nessuna,0.4,4.0,Novaspecie,Uovo,Uovo,100,100,100,100,100,100,pokemon_151.png
